,App,Category,Rating,Reviews,Size_1,Installs_1,Type,Price,Content_Rating,Genres,Last_Updated,Current Ver,Installs,Size,size_kb
2370,Official NBSTSA CST Exam Prep,MEDICAL,4.4,2159,11M,"10,000+",Free,0,Everyone,Medical,17-05-2018,4,10000,11,FALSE
2371,EMT-B Pocket Prep,MEDICAL,4.5,2951,16M,"50,000+",Free,0,Everyone,Medical,11-07-2018,4,50000,16,FALSE
2372,Human Anatomy Atlas 2018: Complete 3D Human Body,MEDICAL,4.5,2921,25M,"100,000+",Paid,24.99,Everyone,Medical,25-05-2018,2018,100000,25,FALSE
2373,5-Minute Clinical Consult,MEDICAL,4.1,84,6.1M,"10,000+",Free,0,Everyone,Medical,11-12-2017,2,10000,6.1,FALSE
2375,"Pzizz - Sleep, Nap, Focus",MEDICAL,4.3,5521,22M,"100,000+",Free,0,Everyone,Medical,01-07-2018,4,100000,22,FALSE
2376,HESI A2 Pocket Prep,MEDICAL,4.3,2108,28M,"50,000+",Free,0,Everyone,Medical,02-05-2018,4,50000,28,FALSE
2377,Johns Hopkins Guides ABX...,MEDICAL,4.7,73,6.3M,"10,000+",Free,0,Everyone,Medical,08-12-2017,2,10000,6.3,FALSE
2378,ASCCP Mobile,MEDICAL,4.5,63,25M,"10,000+",Paid,9.99,Everyone,Medical,03-10-2016,2,10000,25,FALSE
2379,FP Notebook,MEDICAL,4.5,408,60M,"50,000+",Free,0,Everyone,Medical,24-03-2018,2,50000,60,FALSE
2380,Paramedic Protocol Provider,MEDICAL,4.5,171,20M,"10,000+",Paid,10,Everyone 10+,Medical,21-09-2017,1,10000,20,FALSE
2381,5 Minute Clinical Consult 2019 - #1 for 25 years,MEDICAL,4.2,33,8.0M,"10,000+",Free,0,Everyone,Medical,02-05-2018,2,10000,8,FALSE
2382,Open Sesame - Touch Free Control,MEDICAL,4.4,197,20M,"10,000+",Free,0,Everyone,Medical,02-08-2018,3,10000,20,FALSE
2383,Davis's Drug Guide,MEDICAL,3.9,272,6.4M,"50,000+",Free,0,Everyone,Medical,11-12-2017,2,50000,6.4,FALSE
2384,Deep Sleep and Relax Hypnosis,MEDICAL,4.2,4852,34M,"100,000+",Free,0,Everyone,Medical,22-10-2013,1,100000,34,FALSE
2385,2017 EMRA Antibiotic Guide,MEDICAL,4.4,12,3.8M,"1,000+",Paid,16.99,Everyone,Medical,27-01-2017,1,1000,3.8,FALSE
2386,Essential Anatomy 3,MEDICAL,4.1,1533,42M,"50,000+",Paid,11.99,Mature 17+,Medical,07-08-2014,1,50000,42,FALSE
2387,EMT PASS,MEDICAL,3.4,51,2.4M,"1,000+",Paid,29.99,Everyone,Medical,22-10-2014,2,1000,2.4,FALSE
2388,Christella VoiceUp,MEDICAL,4.1,38,70M,"5,000+",Free,0,Everyone,Medical,12-07-2018,2,5000,70,FALSE
2389,Block Buddy,MEDICAL,4,15,5.0M,"1,000+",Paid,14.99,Everyone,Medical,01-08-2018,7,1000,5,FALSE
2391,Complete Anatomy for Android,MEDICAL,4.1,90,21M,"1,000+",Free,0,Everyone,Medical,11-07-2018,1,1000,21,FALSE
2392,GlassesOff,MEDICAL,3.5,1288,38M,"100,000+",Free,0,Everyone,Medical,10-07-2018,1,100000,38,FALSE
2394,e-Anatomy,MEDICAL,4,1545,74M,"100,000+",Free,0,Everyone,Medical,30-07-2018,4,100000,74,FALSE
2395,EMT Review Plus,MEDICAL,4.5,199,1.8M,"10,000+",Paid,11.99,Everyone,Medical,27-06-2018,3,10000,1.8,FALSE
2396,Registered Dietitian Pocket Prep,MEDICAL,4.3,283,12M,"5,000+",Free,0,Everyone,Medical,12-07-2018,4,5000,12,FALSE
2397,Paramedic Pocket Prep,MEDICAL,4.3,460,13M,"10,000+",Free,0,Everyone,Medical,12-07-2018,4,10000,13,FALSE
2399,Pedi STAT,MEDICAL,4.6,129,2.9M,"10,000+",Paid,5.49,Everyone,Medical,06-04-2018,3,10000,2.9,FALSE
2400,AnatomyMapp,MEDICAL,4.1,80,48M,"5,000+",Paid,14.99,Everyone,Medical,05-11-2013,1,5000,48,FALSE
2401,Diabetes & Diet Tracker,MEDICAL,4.6,395,19M,"1,000+",Paid,9.99,Everyone,Medical,16-07-2018,6,1000,19,FALSE
2402,A Manual of Acupuncture,MEDICAL,3.5,214,68M,"1,000+",Paid,33.99,Everyone,Medical,02-10-2017,2,1000,68,FALSE
2403,5 Minute Veterinary Consult: Canine & Feline,MEDICAL,2.3,17,6.8M,"1,000+",Free,0,Everyone,Medical,29-03-2018,2,1000,6.8,FALSE
2404,Wide address pocket prep,MEDICAL,4.5,513,12M,"5,000+",Free,0,Everyone,Medical,11-07-2018,4,5000,12,FALSE
2405,Nursing Central,MEDICAL,4.3,168,5.8M,"10,000+",Free,0,Everyone,Medical,29-01-2018,2,10000,5.8,FALSE
2406,PTA Content Master,MEDICAL,4.2,64,41M,"1,000+",Paid,29.99,Everyone,Medical,22-12-2015,2,1000,41,FALSE
2407,"Muscle Premium - Human Anatomy, Kinesiology, Bones",MEDICAL,4.2,168,25M,"10,000+",Paid,24.99,Everyone,Medical,11-08-2017,7,10000,25,FALSE
2408,Tinnitus Alleviator,MEDICAL,3.1,82,42M,"5,000+",Free,0,Everyone,Medical,23-12-2017,1,5000,42,FALSE
2409,"Cardiac diagnosis (heart rate, arrhythmia)",MEDICAL,4.4,8,6.5M,100+,Paid,12.99,Everyone,Medical,25-07-2018,7,100,6.5,FALSE
2410,PMHNP-BC Pocket Prep,MEDICAL,4.4,112,13M,"1,000+",Free,0,Everyone,Medical,12-07-2018,4,1000,13,FALSE
2411,Dialysis of Drugs,MEDICAL,2.9,92,1.5M,"10,000+",Free,0,Everyone,Medical,15-06-2018,3,10000,1.5,FALSE
2412,abeoCoder,MEDICAL,3.1,83,3.2M,"10,000+",Free,0,Everyone,Medical,30-07-2018,6,10000,3.2,FALSE
2413,Saunders Comprehensive Review NCLEX-PN Examination,MEDICAL,3.7,3,7.7M,"5,000+",Free,0,Everyone,Medical,16-07-2018,2,5000,7.7,FALSE
2414,LTC AS Legal,MEDICAL,4,6,1.3M,100+,Paid,39.99,Everyone,Medical,04-04-2018,3,100,1.3,FALSE
2415,Lippincott Nursing Advisor,MEDICAL,3.8,343,26M,"50,000+",Free,0,Everyone,Medical,01-05-2018,3,50000,26,FALSE
2416,Medical ID - In Case of Emergency (ICE),MEDICAL,4.6,717,5.4M,"5,000+",Paid,5.99,Everyone,Medical,31-05-2018,6,5000,5.4,FALSE
2417,Official NBSTSA CSFA Exam Prep,MEDICAL,4.4,137,11M,"1,000+",Free,0,Everyone,Medical,17-05-2018,4,1000,11,FALSE
2418,IBM Micromedex Drug Info,MEDICAL,3.8,206,9.5M,"10,000+",Paid,2.99,Everyone,Medical,25-04-2018,1,10000,9.5,FALSE
2420,Hospitalist Handbook,MEDICAL,4.8,12,18M,"1,000+",Paid,19.99,Everyone,Medical,05-06-2017,6,1000,18,FALSE
2426,JH Blood Pressure Monitor,MEDICAL,3.7,9,2.9M,500+,Free,0,Everyone,Medical,21-07-2018,1,500,2.9,FALSE
2427,Sway Medical,MEDICAL,5,3,22M,100+,Free,0,Everyone,Medical,25-07-2018,3,100,22,FALSE
2428,Exposure Ed,MEDICAL,3,2,16M,500+,Free,0,Everyone,Medical,17-07-2018,1,500,16,FALSE
2429,Nucleus Smart,MEDICAL,3.7,20,19M,"1,000+",Free,0,Everyone,Medical,27-06-2018,1,1000,19,FALSE
2444,Cochrane Library,MEDICAL,3.7,3,10.0M,100+,Free,0,Everyone,Medical,17-07-2018,1,100,10,FALSE
2445,Labs on Demand,MEDICAL,5,1,22M,10+,Free,0,Everyone,Medical,03-08-2018,1,10,22,FALSE
2448,Dermatology Atlas (Colored & Illustrative),MEDICAL,5,3,20M,100+,Free,0,Everyone,Medical,19-07-2018,1,100,20,FALSE
2450,Tablet Reminder,MEDICAL,5,4,2.5M,5+,Free,0,Everyone,Medical,03-08-2018,1,5,2.5,FALSE
2452,Galaxies of Hope,MEDICAL,5,2,24M,50+,Free,0,Everyone,Medical,27-07-2018,1,50,24,FALSE
2454,KBA-EZ Health Guide,MEDICAL,5,4,25M,1+,Free,0,Everyone,Medical,02-08-2018,1,1,25,FALSE
2455,FoothillsVet,MEDICAL,5,2,29M,50+,Free,0,Everyone,Medical,11-07-2018,300000,50,29,FALSE
2457,PrimeDelivery,MEDICAL,5,3,53M,10+,Free,0,Everyone,Medical,13-07-2018,0,10,53,FALSE
2458,You're an Anime,MEDICAL,5,2,83M,10+,Free,0,Everyone,Medical,12-07-2018,1,10,83,FALSE
2459,Anatomy & Physiology Vocabulary Exam Review App,MEDICAL,5,1,4.6M,5+,Free,0,Everyone,Medical,02-08-2018,2,5,4.6,FALSE
2463,CT Scan Cross Sectional Anatomy,MEDICAL,4.3,10,46M,100+,Free,0,Everyone,Medical,19-07-2018,5,100,46,FALSE
2464,VetCode,MEDICAL,4.9,28,5.7M,"5,000+",Free,0,Everyone,Medical,07-07-2018,1,5000,5.7,FALSE
2472,NCLEX Multi-topic Nursing Exam Review-Quiz & notes,MEDICAL,5,1,4.2M,10+,Free,0,Everyone,Medical,24-07-2018,1,10,4.2,FALSE
2475,Pediatric Nursing,MEDICAL,4.9,14,7.0M,100+,Free,0,Everyone,Medical,13-07-2018,PN,100,7,FALSE
2476,Interpret Chest X-Ray With 100 Cases,MEDICAL,4.6,5,11M,100+,Free,0,Everyone,Medical,03-08-2018,1,100,11,FALSE
2477,Basics of Orthopaedics,MEDICAL,5,1,5.6M,10+,Free,0,Everyone,Medical,27-07-2018,1,10,5.6,FALSE
2482,Familyfirst Messenger,MEDICAL,4,1,3.3M,10+,Free,0,Everyone,Medical,12-07-2018,0,10,3.3,FALSE
2484,Clinic Doctor EHr,MEDICAL,5,2,7.1M,5+,Free,0,Everyone,Medical,03-08-2018,1,5,7.1,FALSE
2486,Teladoc Member,MEDICAL,4,2094,23M,"500,000+",Free,0,Everyone,Medical,26-07-2018,3,500000,23,FALSE
2487,Anthem BC Anywhere,MEDICAL,2.6,496,24M,"100,000+",Free,0,Everyone,Medical,27-07-2018,8,100000,24,FALSE
2488,Ada - Your Health Guide,MEDICAL,4.7,87418,14M,"1,000,000+",Free,0,Everyone,Medical,16-07-2018,2,1000000,14,FALSE
2490,My Cancer Coach,MEDICAL,4.3,44,34M,"10,000+",Free,0,Everyone,Medical,12-04-2018,3,10000,34,FALSE
2491,IHSS Help,MEDICAL,4.7,10,4.3M,"1,000+",Free,0,Everyone,Medical,05-06-2018,1,1000,4.3,FALSE
2492,mobileRx Pharmacy,MEDICAL,2.5,124,43M,"10,000+",Free,0,Everyone,Medical,13-01-2017,3,10000,43,FALSE
2493,Youper - AI Therapy,MEDICAL,4.6,2014,69M,"50,000+",Free,0,Everyone,Medical,03-08-2018,6,50000,69,FALSE
2494,MoodSpace,MEDICAL,4.5,503,22M,"50,000+",Free,0,Everyone,Medical,10-06-2018,3,50000,22,FALSE
2495,Super Hearing Super Ear Amplifier,MEDICAL,4.1,21,20M,"1,000+",Free,0,Everyone,Medical,11-06-2018,1,1000,20,FALSE
2496,BURST Professionals,MEDICAL,4.5,11,25M,"1,000+",Free,0,Everyone,Medical,17-01-2018,1,1000,25,FALSE
2497,LactMed,MEDICAL,4.3,573,2.0M,"100,000+",Free,0,Everyone,Medical,01-06-2017,3,100000,2,FALSE
2499,ScriptSave WellRx Rx Discounts,MEDICAL,3.8,700,37M,"100,000+",Free,0,Everyone,Medical,21-06-2018,3,100000,37,FALSE
2500,Blue CareOnDemand,MEDICAL,4.4,163,40M,"10,000+",Free,0,Everyone,Medical,29-06-2018,10,10000,40,FALSE
2504,PulsePoint AED,MEDICAL,4.5,330,17M,"50,000+",Free,0,Everyone,Medical,31-07-2018,1,50000,17,FALSE
2505,All Mental disorders,MEDICAL,4.5,453,11M,"100,000+",Free,0,Everyone,Medical,07-07-2017,1,100000,11,FALSE
2506,Deaf Interpreter,MEDICAL,3.8,24,4.4M,"1,000+",Free,0,Everyone,Medical,26-09-2017,5,1000,4.4,FALSE
2507,Nurse Grid,MEDICAL,4.5,1686,15M,"100,000+",Free,0,Everyone,Medical,30-07-2018,2,100000,15,FALSE
2508,High Blood Pressure Symptoms,MEDICAL,4,531,2.3M,"100,000+",Free,0,Everyone,Medical,18-01-2015,1,100000,2.3,FALSE
2509,MedStar eVisit,MEDICAL,4.5,20,40M,"5,000+",Free,0,Everyone,Medical,10-04-2018,10,5000,40,FALSE
2510,Blood Pressure(BP) Diary,MEDICAL,3.7,3596,8.4M,"1,000,000+",Free,0,Everyone,Medical,18-07-2018,4,1000000,8.4,FALSE
2511,REDCap Mobile App,MEDICAL,4.3,56,11M,"10,000+",Free,0,Everyone,Medical,31-07-2018,3,10000,11,FALSE
2512,JH Blood Pressure Monitor,MEDICAL,3.7,9,2.9M,500+,Free,0,Everyone,Medical,21-07-2018,1,500,2.9,FALSE
2514,VITAS Hospice Referral App for Healthcare Pros,MEDICAL,4.4,27,15M,"5,000+",Free,0,Everyone,Medical,20-07-2018,2,5000,15,FALSE
2515,AAFP,MEDICAL,3.8,63,24M,"10,000+",Free,0,Everyone,Medical,22-06-2018,2,10000,24,FALSE
2517,Anthem Anywhere,MEDICAL,2.7,2657,24M,"500,000+",Free,0,Everyone,Medical,27-07-2018,8,500000,24,FALSE
2518,Sway Medical,MEDICAL,5,3,22M,100+,Free,0,Everyone,Medical,25-07-2018,3,100,22,FALSE
2519,Airway Ex - Intubate. Anesthetize. Train.,MEDICAL,4.3,123,86M,"10,000+",Free,0,Everyone,Medical,01-06-2018,0,10000,86,FALSE
2521,fred's Pharmacy,MEDICAL,3,315,22M,"100,000+",Free,0,Everyone,Medical,10-10-2017,1,100000,22,FALSE
2522,420 BZ Budeze Delivery,MEDICAL,5,2,11M,100+,Free,0,Mature 17+,Medical,06-06-2018,1,100,11,FALSE
2523,Fever Meter,MEDICAL,3.6,26,975k,"5,000+",Free,0,Everyone,Medical,10-05-2015,1,5000,0.975,TRUE
2524,Super Ear Super Hearing,MEDICAL,4,122,980k,"10,000+",Free,0,Everyone,Medical,13-07-2018,1,10000,0.98,TRUE
2525,Blood Pressure Monitor,MEDICAL,4.3,17,6.0M,"10,000+",Free,0,Everyone,Medical,25-02-2017,1,10000,6,FALSE
2526,BELONG Beating Cancer Together,MEDICAL,4.7,623,20M,"50,000+",Free,0,Teen,Medical,29-07-2018,4,50000,20,FALSE
2527,BP Journal - Blood Pressure Diary,MEDICAL,5,6,26M,"1,000+",Free,0,Everyone,Medical,25-05-2018,1,1000,26,FALSE
2528,TelaDoc,MEDICAL,4.7,6,13M,"1,000+",Free,0,Everyone,Medical,31-03-2018,1,1000,13,FALSE
2530,Blood Pressure - Stay Healthy,MEDICAL,4.6,7,2.7M,"1,000+",Free,0,Everyone,Medical,16-04-2018,43,1000,2.7,FALSE
2531,ConnectLine,MEDICAL,3.1,253,4.2M,"50,000+",Free,0,Everyone,Medical,12-09-2016,1,50000,4.2,FALSE
2532,Club,MEDICAL,4.4,3786,28M,"50,000+",Free,0,Everyone,Medical,16-07-2018,4,50000,28,FALSE
2533,Zen Leaf,MEDICAL,5,1,6.1M,100+,Free,0,Mature 17+,Medical,08-03-2018,2,100,6.1,FALSE
2534,Homeopathic Medicine Finder,MEDICAL,3.6,10,15M,"1,000+",Free,0,Everyone,Medical,20-11-2017,0,1000,15,FALSE
2535,Patient Portal,MEDICAL,2.8,66,1.2M,"50,000+",Free,0,Everyone,Medical,25-10-2016,1,50000,1.2,FALSE
2536,Nemours CareConnect,MEDICAL,4.4,65,37M,"10,000+",Free,0,Everyone,Medical,05-04-2018,10,10000,37,FALSE
2537,Banfield Pet Health Tracker,MEDICAL,4.2,1747,5.9M,"100,000+",Free,0,Everyone,Medical,17-10-2016,1,100000,5.9,FALSE
2538,tökr,MEDICAL,4.6,17,14M,"1,000+",Free,0,Everyone,Medical,11-07-2018,1,1000,14,FALSE
2539,Low Blood Pressure Symptoms,MEDICAL,4.2,28,2.3M,"10,000+",Free,0,Everyone,Medical,20-01-2015,1,10000,2.3,FALSE
2541,Hypertension High blood pressure,MEDICAL,3.8,292,2.7M,"100,000+",Free,0,Everyone,Medical,16-04-2018,43,100000,2.7,FALSE
2542,Fever Care,MEDICAL,3.5,19,2.2M,"5,000+",Free,0,Everyone,Medical,12-05-2018,1,5000,2.2,FALSE
2543,1800 Contacts - Lens Store,MEDICAL,4.7,23160,26M,"1,000,000+",Free,0,Everyone,Medical,27-07-2018,7,1000000,26,FALSE
2547,"Messages, Text and Video Chat for Messenger",SOCIAL,4.4,49173,4.0M,"10,000,000+",Free,0,Everyone,Social,04-06-2018,1,10000000,4,FALSE
2549,All Social Networks,SOCIAL,4.2,22492,1.5M,"1,000,000+",Free,0,Everyone,Social,21-05-2018,2,1000000,1.5,FALSE
2551,Social network all in one 2018,SOCIAL,4.3,1403,3.7M,"100,000+",Free,0,Everyone,Social,30-01-2018,1,100000,3.7,FALSE
2555,The Messenger App,SOCIAL,4.4,4919,2.8M,"1,000,000+",Free,0,Everyone,Social,03-08-2018,0,1000000,2.8,FALSE
2556,Messenger Pro,SOCIAL,4.4,13762,3.9M,"1,000,000+",Free,0,Everyone,Social,09-05-2018,1,1000000,3.9,FALSE
2557,"Free Messages, Video, Chat,Text for Messenger Plus",SOCIAL,4.3,6086,3.1M,"1,000,000+",Free,0,Teen,Social,14-06-2018,1,1000000,3.1,FALSE
2559,The Video Messenger App,SOCIAL,4.4,1200,2.8M,"100,000+",Free,0,Everyone,Social,02-08-2018,0,100000,2.8,FALSE
2560,Jodel - The Hyperlocal App,SOCIAL,4.5,76480,20M,"1,000,000+",Free,0,Mature 17+,Social,06-08-2018,4,1000000,20,FALSE
2561,Who Viewed My Facebook Profile - Stalkers Visitors,SOCIAL,4.6,271445,9.9M,"5,000,000+",Free,0,Everyone,Social,24-06-2018,4,5000000,9.9,FALSE
2562,"Hide Something - Photo, Video",SOCIAL,4.6,225103,5.3M,"5,000,000+",Free,0,Everyone,Social,13-06-2018,5,5000000,5.3,FALSE
2563,Love Sticker,SOCIAL,4.6,33177,10M,"1,000,000+",Free,0,Everyone,Social,12-06-2018,2,1000000,10,FALSE
2564,Web Browser & Fast Explorer,SOCIAL,4.4,54768,2.6M,"5,000,000+",Free,0,Everyone,Social,16-05-2018,3,5000000,2.6,FALSE
2566,VidStatus app - Status Videos & Status Downloader,SOCIAL,4.5,25562,31M,"5,000,000+",Free,0,Teen,Social,02-08-2018,2,5000000,31,FALSE
2567,Love Images,SOCIAL,4.3,16404,2.3M,"1,000,000+",Free,0,Everyone,Social,24-06-2018,1,1000000,2.3,FALSE
2568,Web Browser ( Fast & Secure Web Explorer),SOCIAL,4.4,2508,6.0M,"500,000+",Free,0,Everyone,Social,20-11-2017,2,500000,6,FALSE
2569,SPARK - Live random video chat & meet new people,SOCIAL,4.6,79658,17M,"5,000,000+",Free,0,Mature 17+,Social,06-08-2018,2,5000000,17,FALSE
2570,Golden telegram,SOCIAL,4.3,374,20M,"50,000+",Free,0,Everyone,Social,30-07-2018,T4,50000,20,FALSE
2571,Amino: Communities and Chats,SOCIAL,4.8,1259075,62M,"10,000,000+",Free,0,Teen,Social,20-07-2018,1,10000000,62,FALSE
2573,Meet – Talk to Strangers Using Random Video Chat,SOCIAL,4.6,60562,15M,"5,000,000+",Free,0,Mature 17+,Social,06-08-2018,1,5000000,15,FALSE
2575,"💘 WhatsLov: Smileys of love, stickers and GIF",SOCIAL,4.6,22098,18M,"1,000,000+",Free,0,Everyone,Social,24-07-2018,4,1000000,18,FALSE
2576,Phone Tracker : Family Locator,SOCIAL,4.3,231325,5.4M,"10,000,000+",Free,0,Everyone,Social,02-08-2018,4,10000000,5.4,FALSE
2577,HTC Social Plugin - Facebook,SOCIAL,3.6,13223,2.8M,"10,000,000+",Free,0,Mature 17+,Social,08-06-2016,8,10000000,2.8,FALSE
2578,Periscope - Live Video,SOCIAL,4,479908,15M,"10,000,000+",Free,0,Mature 17+,Social,09-07-2018,1,10000000,15,FALSE
2580,Kate Mobile for VK,SOCIAL,4.4,540930,5.3M,"10,000,000+",Free,0,Teen,Social,23-07-2018,50,10000000,5.3,FALSE
2583,Moment,SOCIAL,4.5,19583,37M,"1,000,000+",Free,0,Teen,Social,01-08-2018,5,1000000,37,FALSE
2585,Meetup,SOCIAL,4.2,79129,23M,"5,000,000+",Free,0,Teen,Social,02-08-2018,3,5000000,23,FALSE
2590,textPlus: Free Text & Calls,SOCIAL,4.1,382120,28M,"10,000,000+",Free,0,Everyone,Social,26-07-2018,7,10000000,28,FALSE
2591,"Free phone calls, free texting SMS on free number",SOCIAL,4.5,412725,35M,"10,000,000+",Free,0,Everyone,Social,31-07-2018,3,10000000,35,FALSE
2595,"ooVoo Video Calls, Messaging & Stories",SOCIAL,4.3,1157004,34M,"50,000,000+",Free,0,Everyone,Social,16-10-2017,4,50000000,34,FALSE
2600,Blogger,SOCIAL,3.7,138026,2.7M,"5,000,000+",Free,0,Mature 17+,Social,29-02-2016,2,5000000,2.7,FALSE
2602,Blogaway for Android (Blogger),SOCIAL,3.7,4253,4.1M,"100,000+",Free,0,Teen,Social,31-05-2018,7,100000,4.1,FALSE
2607,YouNow: Live Stream Video Chat,SOCIAL,4.1,309872,85M,"10,000,000+",Free,0,Teen,Social,03-08-2018,14,10000000,85,FALSE
2608,Periscope - Live Video,SOCIAL,4,479909,15M,"10,000,000+",Free,0,Mature 17+,Social,09-07-2018,1,10000000,15,FALSE
2609,Mirrativ: Live Stream Any App,SOCIAL,4.1,17955,89M,"500,000+",Free,0,Teen,Social,02-08-2018,7,500000,89,FALSE
2613,Nextdoor - Local neighborhood news & classifieds,SOCIAL,4.3,51502,20M,"5,000,000+",Free,0,Teen,Social,25-07-2018,2,5000000,20,FALSE
2615,Banjo,SOCIAL,4.2,58341,9.3M,"1,000,000+",Free,0,Everyone,Social,25-07-2015,4,1000000,9.3,FALSE
2618,"ooVoo Video Calls, Messaging & Stories",SOCIAL,4.3,1157003,34M,"50,000,000+",Free,0,Everyone,Social,16-10-2017,4,50000000,34,FALSE
2619,Timehop,SOCIAL,4.1,161610,16M,"5,000,000+",Free,0,Teen,Social,05-08-2018,4,5000000,16,FALSE
2626,Couple - Relationship App,SOCIAL,4,33249,8.4M,"1,000,000+",Free,0,Everyone,Social,05-03-2015,1,1000000,8.4,FALSE
2628,Nextdoor - Local neighborhood news & classifieds,SOCIAL,4.3,51504,20M,"5,000,000+",Free,0,Teen,Social,25-07-2018,2,5000000,20,FALSE
2631,LOVOO,SOCIAL,4,852455,68M,"10,000,000+",Free,0,Mature 17+,Social,03-08-2018,27,10000000,68,FALSE
2632,"Jaumo Dating, Flirt & Live Video",SOCIAL,4.4,900064,13M,"10,000,000+",Free,0,Mature 17+,Social,31-07-2018,4,10000000,13,FALSE
2633,Patook - make platonic friends,SOCIAL,4,3677,50M,"100,000+",Free,0,Mature 17+,Social,21-06-2018,10,100000,50,FALSE
2634,Meetup,SOCIAL,4.2,79129,23M,"5,000,000+",Free,0,Teen,Social,02-08-2018,3,5000000,23,FALSE
2637,textPlus: Free Text & Calls,SOCIAL,4.1,382121,28M,"10,000,000+",Free,0,Everyone,Social,26-07-2018,7,10000000,28,FALSE
2640,uCiC- Videos and Photos on demand,SOCIAL,4,2052,7.0M,"100,000+",Free,0,Teen,Social,27-09-2017,2,100000,7,FALSE
2641,Meetup,SOCIAL,4.2,79130,23M,"5,000,000+",Free,0,Teen,Social,02-08-2018,3,5000000,23,FALSE
2645,LOVOO,SOCIAL,4,852455,68M,"10,000,000+",Free,0,Mature 17+,Social,03-08-2018,27,10000000,68,FALSE
2648,"Jaumo Dating, Flirt & Live Video",SOCIAL,4.4,900064,13M,"10,000,000+",Free,0,Mature 17+,Social,31-07-2018,4,10000000,13,FALSE
2649,"Mico- Stranger Chat Random video Chat, Live, Meet",SOCIAL,4.4,624557,56M,"10,000,000+",Free,0,Mature 17+,Social,27-07-2018,5,10000000,56,FALSE
2652,Couple - Relationship App,SOCIAL,4,33249,8.4M,"1,000,000+",Free,0,Everyone,Social,05-03-2015,1,1000000,8.4,FALSE
2653,Meetup,SOCIAL,4.2,79130,23M,"5,000,000+",Free,0,Teen,Social,02-08-2018,3,5000000,23,FALSE
2654,Amazon for Tablets,SHOPPING,4,141613,22M,"10,000,000+",Free,0,Teen,Shopping,31-07-2018,16,10000000,22,FALSE
2655,Wish - Shopping Made Fun,SHOPPING,4.5,6210998,15M,"100,000,000+",Free,0,Everyone,Shopping,03-08-2018,4,100000000,15,FALSE
2657,Shopee - No. 1 Online Shopping,SHOPPING,4.3,94294,30M,"10,000,000+",Free,0,Everyone,Shopping,23-07-2018,2,10000000,30,FALSE
2658,Shopee: No.1 Online Shopping,SHOPPING,4.2,608753,30M,"10,000,000+",Free,0,Everyone,Shopping,23-07-2018,2,10000000,30,FALSE
2659,Kroger,SHOPPING,4.3,38961,27M,"5,000,000+",Free,0,Everyone,Shopping,02-08-2018,14,5000000,27,FALSE
2663,"letgo: Buy & Sell Used Stuff, Cars & Real Estate",SHOPPING,4.5,973270,20M,"50,000,000+",Free,0,Teen,Shopping,06-08-2018,2,50000000,20,FALSE
2664,Amazon Shopping,SHOPPING,4.3,909226,42M,"100,000,000+",Free,0,Teen,Shopping,31-07-2018,16,100000000,42,FALSE
2666,OLX - Buy and Sell,SHOPPING,4.2,857923,18M,"50,000,000+",Free,0,Everyone,Shopping,31-07-2018,11,50000000,18,FALSE
2667,The wall,SHOPPING,4.4,35563,4.2M,"1,000,000+",Free,0,Everyone,Shopping,23-07-2018,10,1000000,4.2,FALSE
2669,"Shrimp skin shopping: spend less, buy better",SHOPPING,4.2,106798,30M,"5,000,000+",Free,0,Everyone,Shopping,23-07-2018,2,5000000,30,FALSE
2670,Lotte Home Shopping LOTTE Homeshopping,SHOPPING,3.6,8820,33M,"5,000,000+",Free,0,Everyone,Shopping,25-07-2018,3,5000000,33,FALSE
2671,"Horn, free country requirements",SHOPPING,4.5,37186,7.9M,"1,000,000+",Free,0,Everyone,Shopping,30-06-2018,3,1000000,7.9,FALSE
2672,Jiji.ng,SHOPPING,4.4,25714,12M,"1,000,000+",Free,0,Everyone,Shopping,24-07-2018,3,1000000,12,FALSE
2673,GS SHOP,SHOPPING,3.8,44255,15M,"10,000,000+",Free,0,Everyone,Shopping,03-08-2018,6,10000000,15,FALSE
2675,CJmall,SHOPPING,3.6,18252,10M,"10,000,000+",Free,0,Everyone,Shopping,06-08-2018,6,10000000,10,FALSE
2676,Home & Shopping - Only in apps. 10% off + 10% off,SHOPPING,4.2,42750,9.9M,"10,000,000+",Free,0,Everyone,Shopping,04-08-2018,2,10000000,9.9,FALSE
2677,EHS Dongsen Shopping,SHOPPING,3.6,3656,9.0M,"1,000,000+",Free,0,Teen,Shopping,03-08-2018,4,1000000,9,FALSE
2679,Bukalapak - Buy and Sell Online,SHOPPING,4.4,662287,21M,"10,000,000+",Free,0,Everyone,Shopping,03-08-2018,4,10000000,21,FALSE
2680,Life market,SHOPPING,4.5,30834,13M,"1,000,000+",Free,0,Everyone,Shopping,17-07-2018,3,1000000,13,FALSE
2681,Jabong Online Shopping App,SHOPPING,4.1,367290,11M,"10,000,000+",Free,0,Everyone,Shopping,20-07-2018,4,10000000,11,FALSE
2682,Family Dollar,SHOPPING,4.3,2588,21M,"1,000,000+",Free,0,Everyone,Shopping,23-07-2018,2,1000000,21,FALSE
2683,Jumia online shopping,SHOPPING,4.3,162655,8.1M,"10,000,000+",Free,0,Teen,Shopping,10-07-2018,4,10000000,8.1,FALSE
2686,Blibli.com Online Shopping,SHOPPING,4.2,171584,12M,"10,000,000+",Free,0,Everyone,Shopping,26-07-2018,4,10000000,12,FALSE
